"","subj","Ordem","Num","item","answer","quest_rt","idade","genero","escolaridade","idioma"
"1","1","todo-um","PL","12","2",9433,36,"masculino","Sup. Completo","sim"
"2","1","um-todo","PL","2","5",18145,36,"masculino","Sup. Completo","sim"
"3","1","um-todo","SG","9","5",9728,36,"masculino","Sup. Completo","sim"
"4","1","um-todo","SG","5","5",15724,36,"masculino","Sup. Completo","sim"
"5","1","um-todo","PL","6","2",21496,36,"masculino","Sup. Completo","sim"
"6","1","todo-um","PL","8","4",12560,36,"masculino","Sup. Completo","sim"
"7","1","um-todo","PL","10","5",11975,36,"masculino","Sup. Completo","sim"
"8","1","um-todo","SG","1","5",10121,36,"masculino","Sup. Completo","sim"
"9","1","todo-um","PL","4","4",11343,36,"masculino","Sup. Completo","sim"
"10","1","todo-um","SG","7","5",7706,36,"masculino","Sup. Completo","sim"
"11","1","todo-um","SG","3","5",9863,36,"masculino","Sup. Completo","sim"
"12","2","todo-um","PL","2","1",8510,19,"masculino","Medio Completo","sim"
"13","2","um-todo","SG","7","5",14875,19,"masculino","Medio Completo","sim"
"14","2","um-todo","PL","8","5",9060,19,"masculino","Medio Completo","sim"
"15","2","todo-um","SG","5","5",10832,19,"masculino","Medio Completo","sim"
"16","2","todo-um","PL","6","1",12474,19,"masculino","Medio Completo","sim"
"17","2","todo-um","SG","1","5",8962,19,"masculino","Medio Completo","sim"
"18","2","um-todo","PL","4","1",7731,19,"masculino","Medio Completo","sim"
"19","2","um-todo","PL","12","5",10805,19,"masculino","Medio Completo","sim"
"20","2","um-todo","SG","3","5",6073,19,"masculino","Medio Completo","sim"
"21","2","todo-um","PL","10","1",10037,19,"masculino","Medio Completo","sim"
"22","2","todo-um","SG","9","5",5183,19,"masculino","Medio Completo","sim"
"23","3","todo-um","SG","10","5",11230,27,"feminino","Mest. Incompleto","sim"
"24","3","todo-um","PL","7","1",11164,27,"feminino","Mest. Incompleto","sim"
"25","3","um-todo","PL","5","3",19098,27,"feminino","Mest. Incompleto","sim"
"26","3","um-todo","SG","8","3",7745,27,"feminino","Mest. Incompleto","sim"
"27","3","todo-um","SG","6","4",12866,27,"feminino","Mest. Incompleto","sim"
"28","3","um-todo","SG","12","3",8507,27,"feminino","Mest. Incompleto","sim"
"29","3","todo-um","PL","3","1",9712,27,"feminino","Mest. Incompleto","sim"
"30","3","um-todo","SG","4","3",11869,27,"feminino","Mest. Incompleto","sim"
"31","3","um-todo","PL","1","4",34766,27,"feminino","Mest. Incompleto","sim"
"32","3","todo-um","SG","2","5",8056,27,"feminino","Mest. Incompleto","sim"
"33","3","um-todo","PL","9","5",7466,27,"feminino","Mest. Incompleto","sim"
"34","4","um-todo","PL","9","1",9502,25,"masculino","Sup. Completo","sim"
"35","4","todo-um","SG","6","1",13620,25,"masculino","Sup. Completo","sim"
"36","4","um-todo","PL","1","4",15104,25,"masculino","Sup. Completo","sim"
"37","4","um-todo","SG","4","3",8897,25,"masculino","Sup. Completo","sim"
"38","4","todo-um","SG","10","5",17021,25,"masculino","Sup. Completo","sim"
"39","4","todo-um","PL","7","5",13485,25,"masculino","Sup. Completo","sim"
"40","4","um-todo","SG","8","4",9638,25,"masculino","Sup. Completo","sim"
"41","4","um-todo","SG","12","4",5479,25,"masculino","Sup. Completo","sim"
"42","4","todo-um","PL","3","5",9287,25,"masculino","Sup. Completo","sim"
"43","4","um-todo","PL","5","4",3687,25,"masculino","Sup. Completo","sim"
"44","4","todo-um","SG","2","5",5071,25,"masculino","Sup. Completo","sim"
"45","5","um-todo","SG","5","5",15081,23,"masculino","Sup. Incompleto","sim"
"46","5","todo-um","PL","8","1",25838,23,"masculino","Sup. Incompleto","sim"
"47","5","um-todo","SG","9","5",13099,23,"masculino","Sup. Incompleto","sim"
"48","5","todo-um","SG","3","4",18316,23,"masculino","Sup. Incompleto","sim"
"49","5","um-todo","PL","6","3",17292,23,"masculino","Sup. Incompleto","sim"
"50","5","todo-um","SG","7","2",14719,23,"masculino","Sup. Incompleto","sim"
"51","5","um-todo","PL","2","4",5309,23,"masculino","Sup. Incompleto","sim"
"52","5","um-todo","PL","10","5",7452,23,"masculino","Sup. Incompleto","sim"
"53","5","todo-um","PL","12","4",6185,23,"masculino","Sup. Incompleto","sim"
"54","5","todo-um","PL","4","1",7511,23,"masculino","Sup. Incompleto","sim"
"55","5","um-todo","SG","1","5",9309,23,"masculino","Sup. Incompleto","sim"
"56","6","um-todo","SG","7","5",9696,33,"feminino","Sup. Completo","sim"
"57","6","um-todo","SG","3","5",8786,33,"feminino","Sup. Completo","sim"
"58","6","um-todo","PL","12","5",13443,33,"feminino","Sup. Completo","sim"
"59","6","todo-um","PL","6","2",11297,33,"feminino","Sup. Completo","sim"
"60","6","um-todo","PL","8","4",8321,33,"feminino","Sup. Completo","sim"
"61","6","todo-um","PL","2","2",14392,33,"feminino","Sup. Completo","sim"
"62","6","todo-um","PL","10","2",6566,33,"feminino","Sup. Completo","sim"
"63","6","todo-um","SG","9","4",8037,33,"feminino","Sup. Completo","sim"
"64","6","todo-um","SG","1","2",26714,33,"feminino","Sup. Completo","sim"
"65","6","todo-um","SG","5","4",5770,33,"feminino","Sup. Completo","sim"
"66","6","um-todo","PL","4","2",6014,33,"feminino","Sup. Completo","sim"
"67","7","todo-um","SG","3","1",13347,23,"feminino","Sup. Completo","sim"
"68","7","um-todo","SG","9","1",4620,23,"feminino","Sup. Completo","sim"
"69","7","um-todo","PL","2","1",9901,23,"feminino","Sup. Completo","sim"
"70","7","todo-um","SG","7","1",10932,23,"feminino","Sup. Completo","sim"
"71","7","todo-um","PL","4","1",7631,23,"feminino","Sup. Completo","sim"
"72","7","todo-um","PL","8","1",6983,23,"feminino","Sup. Completo","sim"
"73","7","um-todo","SG","1","5",6721,23,"feminino","Sup. Completo","sim"
"74","7","todo-um","PL","12","1",5596,23,"feminino","Sup. Completo","sim"
"75","7","um-todo","SG","5","5",3703,23,"feminino","Sup. Completo","sim"
"76","7","um-todo","PL","10","5",6381,23,"feminino","Sup. Completo","sim"
"77","7","um-todo","PL","6","4",8464,23,"feminino","Sup. Completo","sim"
"78","8","todo-um","PL","2","2",11535,33,"masculino","Dout. Incompleto","sim"
"79","8","todo-um","SG","1","5",11988,33,"masculino","Dout. Incompleto","sim"
"80","8","um-todo","PL","8","2",6902,33,"masculino","Dout. Incompleto","sim"
"81","8","todo-um","SG","5","5",10145,33,"masculino","Dout. Incompleto","sim"
"82","8","todo-um","SG","9","1",8988,33,"masculino","Dout. Incompleto","sim"
"83","8","um-todo","SG","3","5",13349,33,"masculino","Dout. Incompleto","sim"
"84","8","um-todo","SG","7","5",22005,33,"masculino","Dout. Incompleto","sim"
"85","8","todo-um","PL","6","5",7499,33,"masculino","Dout. Incompleto","sim"
"86","8","um-todo","PL","4","4",8663,33,"masculino","Dout. Incompleto","sim"
"87","8","um-todo","PL","12","3",8386,33,"masculino","Dout. Incompleto","sim"
"88","8","todo-um","PL","10","2",11095,33,"masculino","Dout. Incompleto","sim"
"89","9","todo-um","SG","5","5",26506,59,"feminino","Dout. Incompleto","sim"
"90","9","um-todo","SG","3","5",14527,59,"feminino","Dout. Incompleto","sim"
"91","9","todo-um","SG","1","5",16370,59,"feminino","Dout. Incompleto","sim"
"92","9","um-todo","PL","4","1",9353,59,"feminino","Dout. Incompleto","sim"
"93","9","um-todo","PL","12","1",10567,59,"feminino","Dout. Incompleto","sim"
"94","9","todo-um","PL","2","1",10916,59,"feminino","Dout. Incompleto","sim"
"95","9","todo-um","PL","10","1",9337,59,"feminino","Dout. Incompleto","sim"
"96","9","um-todo","PL","8","1",8592,59,"feminino","Dout. Incompleto","sim"
"97","9","todo-um","SG","9","5",11386,59,"feminino","Dout. Incompleto","sim"
"98","9","um-todo","SG","7","5",16789,59,"feminino","Dout. Incompleto","sim"
"99","9","todo-um","PL","6","1",15605,59,"feminino","Dout. Incompleto","sim"
"100","10","todo-um","SG","9","2",20073,32,"masculino","Dout. Incompleto","sim"
"101","10","todo-um","PL","6","4",14850,32,"masculino","Dout. Incompleto","sim"
"102","10","todo-um","SG","1","5",9432,32,"masculino","Dout. Incompleto","sim"
"103","10","todo-um","PL","2","4",11853,32,"masculino","Dout. Incompleto","sim"
"104","10","um-todo","PL","4","4",8465,32,"masculino","Dout. Incompleto","sim"
"105","10","um-todo","PL","8","5",18426,32,"masculino","Dout. Incompleto","sim"
"106","10","um-todo","PL","12","5",33440,32,"masculino","Dout. Incompleto","sim"
"107","10","um-todo","SG","7","4",12378,32,"masculino","Dout. Incompleto","sim"
"108","10","todo-um","PL","10","2",7994,32,"masculino","Dout. Incompleto","sim"
"109","10","um-todo","SG","3","5",7918,32,"masculino","Dout. Incompleto","sim"
"110","10","todo-um","SG","5","5",9723,32,"masculino","Dout. Incompleto","sim"
"111","11","todo-um","SG","4","1",28481,44,"feminino","Dout. Completo","sim"
"112","11","um-todo","SG","6","3",28617,44,"feminino","Dout. Completo","sim"
"113","11","todo-um","PL","9","3",7521,44,"feminino","Dout. Completo","sim"
"114","11","todo-um","SG","8","5",5249,44,"feminino","Dout. Completo","sim"
"115","11","um-todo","PL","3","1",12569,44,"feminino","Dout. Completo","sim"
"116","11","um-todo","SG","2","5",8356,44,"feminino","Dout. Completo","sim"
"117","11","um-todo","SG","10","5",5079,44,"feminino","Dout. Completo","sim"
"118","11","um-todo","PL","7","5",7077,44,"feminino","Dout. Completo","sim"
"119","11","todo-um","PL","5","1",9910,44,"feminino","Dout. Completo","sim"
"120","11","todo-um","PL","1","1",5758,44,"feminino","Dout. Completo","sim"
"121","11","todo-um","SG","12","5",13889,44,"feminino","Dout. Completo","sim"
"122","12","todo-um","PL","8","5",11426,30,"masculino","Sup. Completo","sim"
"123","12","um-todo","PL","6","2",22035,30,"masculino","Sup. Completo","sim"
"124","12","um-todo","SG","9","2",18628,30,"masculino","Sup. Completo","sim"
"125","12","um-todo","SG","5","4",20366,30,"masculino","Sup. Completo","sim"
"126","12","todo-um","PL","4","1",9101,30,"masculino","Sup. Completo","sim"
"127","12","um-todo","SG","1","1",32046,30,"masculino","Sup. Completo","sim"
"128","12","todo-um","PL","12","2",17612,30,"masculino","Sup. Completo","sim"
"129","12","todo-um","SG","3","5",10345,30,"masculino","Sup. Completo","sim"
"130","12","um-todo","PL","10","2",14793,30,"masculino","Sup. Completo","sim"
"131","12","todo-um","SG","7","5",12857,30,"masculino","Sup. Completo","sim"
"132","12","um-todo","PL","2","2",11634,30,"masculino","Sup. Completo","sim"
"133","13","um-todo","SG","7","3",7933,29,"feminino","Mest. Completo","sim"
"134","13","todo-um","SG","1","5",6165,29,"feminino","Mest. Completo","sim"
"135","13","um-todo","PL","12","3",5642,29,"feminino","Mest. Completo","sim"
"136","13","todo-um","PL","6","1",7536,29,"feminino","Mest. Completo","sim"
"137","13","todo-um","SG","9","3",10793,29,"feminino","Mest. Completo","sim"
"138","13","um-todo","PL","4","3",12227,29,"feminino","Mest. Completo","sim"
"139","13","todo-um","SG","5","5",8332,29,"feminino","Mest. Completo","sim"
"140","13","um-todo","SG","3","3",9603,29,"feminino","Mest. Completo","sim"
"141","13","um-todo","PL","8","3",8755,29,"feminino","Mest. Completo","sim"
"142","13","todo-um","PL","10","1",7632,29,"feminino","Mest. Completo","sim"
"143","13","todo-um","PL","2","1",9366,29,"feminino","Mest. Completo","sim"
"144","15","todo-um","PL","3","5",10354,18,"feminino","Medio Completo","sim"
"145","15","um-todo","PL","9","5",4300,18,"feminino","Medio Completo","sim"
"146","15","um-todo","SG","4","3",12337,18,"feminino","Medio Completo","sim"
"147","15","um-todo","PL","5","3",7321,18,"feminino","Medio Completo","sim"
"148","15","um-todo","SG","8","3",7106,18,"feminino","Medio Completo","sim"
"149","15","um-todo","SG","12","5",5990,18,"feminino","Medio Completo","sim"
"150","15","todo-um","SG","6","2",10276,18,"feminino","Medio Completo","sim"
"151","15","todo-um","SG","2","5",12908,18,"feminino","Medio Completo","sim"
"152","15","um-todo","PL","1","5",6942,18,"feminino","Medio Completo","sim"
"153","15","todo-um","SG","10","5",6549,18,"feminino","Medio Completo","sim"
"154","15","todo-um","PL","7","4",11588,18,"feminino","Medio Completo","sim"
"155","16","um-todo","SG","3","3",10523,22,"feminino","Sup. Completo","sim"
"156","16","um-todo","PL","4","3",8511,22,"feminino","Sup. Completo","sim"
"157","16","um-todo","PL","8","5",5757,22,"feminino","Sup. Completo","sim"
"158","16","todo-um","SG","9","2",7378,22,"feminino","Sup. Completo","sim"
"159","16","todo-um","PL","10","1",12210,22,"feminino","Sup. Completo","sim"
"160","16","todo-um","SG","1","3",8038,22,"feminino","Sup. Completo","sim"
"161","16","todo-um","SG","5","5",9229,22,"feminino","Sup. Completo","sim"
"162","16","um-todo","PL","12","4",40738,22,"feminino","Sup. Completo","sim"
"163","16","todo-um","PL","2","1",9651,22,"feminino","Sup. Completo","sim"
"164","16","um-todo","SG","7","3",8132,22,"feminino","Sup. Completo","sim"
"165","16","todo-um","PL","6","1",5773,22,"feminino","Sup. Completo","sim"
"166","17","todo-um","PL","12","3",9238,33,"feminino","Sup. Incompleto","sim"
"167","17","um-todo","PL","2","4",9958,33,"feminino","Sup. Incompleto","sim"
"168","17","todo-um","SG","7","1",9967,33,"feminino","Sup. Incompleto","sim"
"169","17","um-todo","SG","5","5",10414,33,"feminino","Sup. Incompleto","sim"
"170","17","um-todo","SG","9","4",8757,33,"feminino","Sup. Incompleto","sim"
"171","17","todo-um","PL","8","2",8210,33,"feminino","Sup. Incompleto","sim"
"172","17","todo-um","PL","4","1",7624,33,"feminino","Sup. Incompleto","sim"
"173","17","um-todo","PL","6","2",11478,33,"feminino","Sup. Incompleto","sim"
"174","17","todo-um","SG","3","2",9728,33,"feminino","Sup. Incompleto","sim"
"175","17","um-todo","SG","1","2",12573,33,"feminino","Sup. Incompleto","sim"
"176","17","um-todo","PL","10","3",10651,33,"feminino","Sup. Incompleto","sim"
"177","18","um-todo","SG","4","1",6038,19,"feminino","Sup. Incompleto","sim"
"178","18","um-todo","PL","1","4",7157,19,"feminino","Sup. Incompleto","sim"
"179","18","todo-um","PL","3","3",6808,19,"feminino","Sup. Incompleto","sim"
"180","18","todo-um","SG","2","5",5135,19,"feminino","Sup. Incompleto","sim"
"181","18","todo-um","SG","10","5",7369,19,"feminino","Sup. Incompleto","sim"
"182","18","um-todo","PL","9","1",8037,19,"feminino","Sup. Incompleto","sim"
"183","18","um-todo","SG","8","2",6564,19,"feminino","Sup. Incompleto","sim"
"184","18","todo-um","PL","7","1",6555,19,"feminino","Sup. Incompleto","sim"
"185","18","todo-um","SG","6","3",4718,19,"feminino","Sup. Incompleto","sim"
"186","18","um-todo","PL","5","5",5487,19,"feminino","Sup. Incompleto","sim"
"187","18","um-todo","SG","12","4",4705,19,"feminino","Sup. Incompleto","sim"
"188","19","todo-um","PL","2","5",9111,20,"masculino","Sup. Incompleto","sim"
"189","19","todo-um","PL","10","4",10699,20,"masculino","Sup. Incompleto","sim"
"190","19","todo-um","PL","6","4",8989,20,"masculino","Sup. Incompleto","sim"
"191","19","um-todo","SG","7","4",7562,20,"masculino","Sup. Incompleto","sim"
"192","19","um-todo","PL","4","4",6159,20,"masculino","Sup. Incompleto","sim"
"193","19","um-todo","SG","3","5",6314,20,"masculino","Sup. Incompleto","sim"
"194","19","um-todo","PL","8","5",7336,20,"masculino","Sup. Incompleto","sim"
"195","19","um-todo","PL","12","5",8317,20,"masculino","Sup. Incompleto","sim"
"196","19","todo-um","SG","9","4",11817,20,"masculino","Sup. Incompleto","sim"
"197","19","todo-um","SG","5","3",11354,20,"masculino","Sup. Incompleto","sim"
"198","19","todo-um","SG","1","5",24040,20,"masculino","Sup. Incompleto","sim"
"199","20","um-todo","PL","7","1",8481,33,"feminino","Medio Completo","sim"
"200","20","um-todo","SG","2","4",28889,33,"feminino","Medio Completo","sim"
"201","20","um-todo","PL","3","3",19844,33,"feminino","Medio Completo","sim"
"202","20","todo-um","SG","4","1",17105,33,"feminino","Medio Completo","sim"
"203","20","um-todo","SG","10","3",24764,33,"feminino","Medio Completo","sim"
"204","20","um-todo","SG","6","5",16517,33,"feminino","Medio Completo","sim"
"205","20","todo-um","PL","5","4",25709,33,"feminino","Medio Completo","sim"
"206","20","todo-um","PL","9","2",8995,33,"feminino","Medio Completo","sim"
"207","20","todo-um","SG","8","2",16104,33,"feminino","Medio Completo","sim"
"208","20","todo-um","SG","12","1",26236,33,"feminino","Medio Completo","sim"
"209","20","todo-um","PL","1","1",11992,33,"feminino","Medio Completo","sim"
"210","21","todo-um","SG","7","5",7000,25,"feminino","Espec. Incompleto","sim"
"211","21","um-todo","SG","1","5",9778,25,"feminino","Espec. Incompleto","sim"
"212","21","um-todo","PL","6","1",16321,25,"feminino","Espec. Incompleto","sim"
"213","21","um-todo","SG","5","5",8447,25,"feminino","Espec. Incompleto","sim"
"214","21","todo-um","PL","8","5",16305,25,"feminino","Espec. Incompleto","sim"
"215","21","todo-um","PL","12","5",7679,25,"feminino","Espec. Incompleto","sim"
"216","21","um-todo","PL","10","1",6216,25,"feminino","Espec. Incompleto","sim"
"217","21","um-todo","PL","2","1",8213,25,"feminino","Espec. Incompleto","sim"
"218","21","todo-um","PL","4","1",6211,25,"feminino","Espec. Incompleto","sim"
"219","21","um-todo","SG","9","1",6159,25,"feminino","Espec. Incompleto","sim"
"220","21","todo-um","SG","3","5",7272,25,"feminino","Espec. Incompleto","sim"
"221","23","um-todo","PL","9","5",15894,27,"feminino","Sup. Incompleto","sim"
"222","23","um-todo","SG","4","5",19687,27,"feminino","Sup. Incompleto","sim"
"223","23","um-todo","PL","1","5",8924,27,"feminino","Sup. Incompleto","sim"
"224","23","todo-um","SG","6","5",13467,27,"feminino","Sup. Incompleto","sim"
"225","23","todo-um","PL","7","2",16803,27,"feminino","Sup. Incompleto","sim"
"226","23","um-todo","SG","8","5",5837,27,"feminino","Sup. Incompleto","sim"
"227","23","um-todo","PL","5","5",7566,27,"feminino","Sup. Incompleto","sim"
"228","23","todo-um","SG","10","5",6845,27,"feminino","Sup. Incompleto","sim"
"229","23","um-todo","SG","12","5",5980,27,"feminino","Sup. Incompleto","sim"
"230","23","todo-um","SG","2","5",4095,27,"feminino","Sup. Incompleto","sim"
"231","23","todo-um","PL","3","3",7180,27,"feminino","Sup. Incompleto","sim"
"232","24","todo-um","PL","8","1",19356,41,"feminino","Mest. Incompleto","sim"
"233","24","um-todo","PL","6","1",41094,41,"feminino","Mest. Incompleto","sim"
"234","24","um-todo","PL","10","2",22767,41,"feminino","Mest. Incompleto","sim"
"235","24","todo-um","PL","4","1",36994,41,"feminino","Mest. Incompleto","sim"
"236","24","todo-um","SG","3","5",22162,41,"feminino","Mest. Incompleto","sim"
"237","24","um-todo","PL","2","1",13104,41,"feminino","Mest. Incompleto","sim"
"238","24","um-todo","SG","5","5",10865,41,"feminino","Mest. Incompleto","sim"
"239","24","um-todo","SG","9","5",18283,41,"feminino","Mest. Incompleto","sim"
"240","24","todo-um","PL","12","1",32340,41,"feminino","Mest. Incompleto","sim"
"241","24","todo-um","SG","7","4",13843,41,"feminino","Mest. Incompleto","sim"
"242","24","um-todo","SG","1","5",22255,41,"feminino","Mest. Incompleto","sim"
"243","25","todo-um","SG","8","3",14129,38,"feminino","Sup. Completo","sim"
"244","25","todo-um","PL","1","1",10149,38,"feminino","Sup. Completo","sim"
"245","25","um-todo","PL","3","3",10042,38,"feminino","Sup. Completo","sim"
"246","25","um-todo","SG","10","5",7966,38,"feminino","Sup. Completo","sim"
"247","25","um-todo","SG","2","5",9511,38,"feminino","Sup. Completo","sim"
"248","25","todo-um","SG","12","5",9834,38,"feminino","Sup. Completo","sim"
"249","25","um-todo","PL","7","5",10614,38,"feminino","Sup. Completo","sim"
"250","25","todo-um","SG","4","5",9217,38,"feminino","Sup. Completo","sim"
"251","25","um-todo","SG","6","5",12466,38,"feminino","Sup. Completo","sim"
"252","25","todo-um","PL","9","1",8404,38,"feminino","Sup. Completo","sim"
"253","25","todo-um","PL","5","2",8388,38,"feminino","Sup. Completo","sim"
"254","26","todo-um","SG","3","5",28499,38,"feminino","Sup. Completo","sim"
"255","26","todo-um","SG","7","4",8998,38,"feminino","Sup. Completo","sim"
"256","26","um-todo","PL","10","3",7619,38,"feminino","Sup. Completo","sim"
"257","26","um-todo","SG","9","5",7233,38,"feminino","Sup. Completo","sim"
"258","26","um-todo","SG","5","4",8018,38,"feminino","Sup. Completo","sim"
"259","26","um-todo","PL","2","5",5872,38,"feminino","Sup. Completo","sim"
"260","26","todo-um","PL","4","1",7991,38,"feminino","Sup. Completo","sim"
"261","26","um-todo","PL","6","2",5439,38,"feminino","Sup. Completo","sim"
"262","26","todo-um","PL","8","1",5126,38,"feminino","Sup. Completo","sim"
"263","26","todo-um","PL","12","1",5255,38,"feminino","Sup. Completo","sim"
"264","26","um-todo","SG","1","5",7668,38,"feminino","Sup. Completo","sim"
"265","27","todo-um","SG","2","4",11094,20,"feminino","Sup. Incompleto","sim"
"266","27","um-todo","SG","8","5",5394,20,"feminino","Sup. Incompleto","sim"
"267","27","todo-um","PL","3","3",7849,20,"feminino","Sup. Incompleto","sim"
"268","27","um-todo","PL","9","2",5609,20,"feminino","Sup. Incompleto","sim"
"269","27","todo-um","SG","6","4",5238,20,"feminino","Sup. Incompleto","sim"
"270","27","todo-um","PL","7","2",5777,20,"feminino","Sup. Incompleto","sim"
"271","27","um-todo","PL","1","2",7768,20,"feminino","Sup. Incompleto","sim"
"272","27","todo-um","SG","10","5",5787,20,"feminino","Sup. Incompleto","sim"
"273","27","um-todo","PL","5","4",6667,20,"feminino","Sup. Incompleto","sim"
"274","27","um-todo","SG","4","3",5207,20,"feminino","Sup. Incompleto","sim"
"275","27","um-todo","SG","12","4",3929,20,"feminino","Sup. Incompleto","sim"
"276","28","um-todo","SG","6","5",17143,20,"feminino","Sup. Incompleto","sim"
"277","28","todo-um","SG","12","4",12393,20,"feminino","Sup. Incompleto","sim"
"278","28","todo-um","PL","1","4",11592,20,"feminino","Sup. Incompleto","sim"
"279","28","um-todo","SG","2","5",11730,20,"feminino","Sup. Incompleto","sim"
"280","28","todo-um","SG","8","5",6947,20,"feminino","Sup. Incompleto","sim"
"281","28","um-todo","PL","3","4",13594,20,"feminino","Sup. Incompleto","sim"
"282","28","um-todo","SG","10","5",6465,20,"feminino","Sup. Incompleto","sim"
"283","28","todo-um","PL","5","4",9680,20,"feminino","Sup. Incompleto","sim"
"284","28","todo-um","SG","4","5",6520,20,"feminino","Sup. Incompleto","sim"
"285","28","um-todo","PL","7","4",13138,20,"feminino","Sup. Incompleto","sim"
"286","28","todo-um","PL","9","4",7622,20,"feminino","Sup. Incompleto","sim"
"287","29","um-todo","PL","10","1",55567,53,"masculino","Espec. Completo","sim"
"288","29","um-todo","SG","5","5",12076,53,"masculino","Espec. Completo","sim"
"289","29","todo-um","PL","12","1",8345,53,"masculino","Espec. Completo","sim"
"290","29","um-todo","SG","9","5",7168,53,"masculino","Espec. Completo","sim"
"291","29","um-todo","PL","6","1",199469,53,"masculino","Espec. Completo","sim"
"292","29","todo-um","SG","3","5",13139,53,"masculino","Espec. Completo","sim"
"293","29","um-todo","PL","2","1",8695,53,"masculino","Espec. Completo","sim"
"294","29","todo-um","PL","8","1",7190,53,"masculino","Espec. Completo","sim"
"295","29","todo-um","SG","7","5",7508,53,"masculino","Espec. Completo","sim"
"296","29","todo-um","PL","4","1",5342,53,"masculino","Espec. Completo","sim"
"297","29","um-todo","SG","1","5",7442,53,"masculino","Espec. Completo","sim"
"298","30","todo-um","SG","6","2",8779,25,"feminino","Sup. Incompleto","sim"
"299","30","um-todo","SG","12","5",8374,25,"feminino","Sup. Incompleto","sim"
"300","30","todo-um","PL","7","1",8542,25,"feminino","Sup. Incompleto","sim"
"301","30","um-todo","PL","9","5",9139,25,"feminino","Sup. Incompleto","sim"
"302","30","um-todo","SG","4","5",11923,25,"feminino","Sup. Incompleto","sim"
"303","30","todo-um","PL","3","1",8973,25,"feminino","Sup. Incompleto","sim"
